index,text,novelty,diversity,label
0,What this group does is to take down various different websites it believes to be criminal and leading to terrorist acts .,0.1116751269035533,0.1116751269035533,1
1,"Over 1 , 600 a day have reached Greece this month , a higher rate than last July when the crisis was already in full swing .                                           
""",0.11711711711711711,0.11711711711711711,1
2,"We ' re working through a legacy period , with legacy products that are 10 or 20 years old ,"" he says .                                                 
'",0.10869565217391304,0.10869565217391304,1
3,"The first time anyone says you need help , I ' m on the defensive , but that ' s all that I know .",0.11052631578947368,0.11052631578947368,1
4,"Out of those who came last year , 69 per cent were men , 18 per cent were children and just 13 per cent were women .",0.1141552511415525,0.1141552511415525,1
5,He has not played for Tottenham ' s first team since and it is now nearly two years since he completed a full Premier League match for the club .,0.1261682242990654,0.1261682242990654,1
6,So you have this man who seems to represent this way to live and how to be a good citizen of the world .,0.11059907834101383,0.11059907834101383,1
7,"CNN : You made that promise , but it wasn ' t until 45 years later that you acted on it .",0.11282051282051282,0.11282051282051282,1
8,This is a part of the population that is notorious for its lack of interest in actually showing up when the political process takes place .,0.11261261261261261,0.11261261261261261,1
9,They picked him off three times and kept him out of the end zone in a 22 - 6 victory at Arizona in 2013 .,0.11518324607329843,0.11518324607329843,1
10,"The treatment was going to cost Â£ 12 , 000 , but it was worth it for the chance to be a mum .",0.1111111111111111,0.1111111111111111,1
11,"But if black political power is so important , why hasn ' t it made more of a difference in the lives of poor black people in Baltimore such as Gray ?",0.13409961685823754,0.13409961685823754,1
12,"Local media reported the group were not looking to hurt anybody , but they would not rule out violence if police tried to remove them .",0.11261261261261261,0.11261261261261261,1
13,The idea was that couples got six months ' leave per child with each parent entitled to half the days each .,0.1043956043956044,0.1043956043956044,1
14,The 55 to 43 vote was largely split down party lines and fell short of the 60 votes needed for the bill to advance .,0.11,0.11,1
15,"Taiwan ' s Defence Ministry said it was "" aware of the information ,"" and declined further immediate comment , Reuters reported .",0.10869565217391304,0.10869565217391304,1
16,I ' m racing against a guy who I lost a medal to - but am I ever going to get that medal back ?,0.116751269035533,0.116751269035533,1
17,"Others pushed back their trips , meaning flights early this week are likely to be even more packed than usual .                                                       
""",0.10309278350515463,0.10309278350515463,1
18,"In theory there ' s a lot to like ,"" Clinton said , "" but ' in theory ' isn ' t enough .",0.115,0.115,1
19,"If he makes it to the next election he ' ll lose , but the other three would have lost just as much .",0.11059907834101383,0.11059907834101383,1
20,"They have to send the form back , they do not get the option of 25 meetings with 17 ministers to decide what their rate of tax is .",0.061068702290076333,0.061068702290076333,1
21,"Most candidates who have tried that , however , have ended up failing , as former Vermont Gov .",0.1076923076923077,0.1076923076923077,1
22,Howard Dean found out .,0.0641025641025641,0.0641025641025641,1
23,"I read the book , understood it , loved it and talked about it in depth to lots of journalists immediately afterwards .",0.11351351351351352,0.11351351351351352,1
24,"Even the most forward - thinking among us might be surprised , after stopping to add it up , about just what is going on inside our own homes .",0.1232876712328767,0.1232876712328767,1
25,"Rock went to a movie theater and asked "" regular people ,"" all of whom appeared to be black , what their favorite film was that year .",0.125,0.125,1
